Future Close (AAPL),Year,Month,Day,Open (AAPL),High (AAPL),Low (AAPL),Close (AAPL),Volume (AAPL),Open  (VGT),High (VGT),Low (VGT),Close (VGT),Volume (VGT),Open (IYW),High (IYW),Low (IYW),Close (IYW),Volume (IYW),Open (SPY),High (SPY),Low (SPY),Close (SPY),Volume (SPY),Open (AMZN),High (AMZN),Low (AMZN),Close (AMZN),Volume (AMZN),Open (MSFT),High (MSFT),Low (MSFT),Close (MSFT),Volume (MSFT),Open (GOOGL),High (GOOGL),Low (GOOGL),Close (GOOGL),Volume (GOOGL),Open (ADI),High (ADI),Low (ADI),Close (ADI),Volume (ADI),Open (QCOM),High (QCOM),Low (QCOM),Close (QCOM),Volume (TXN),Open (TXN),High (TXN),Low (TXN),Close (TXN),Volume (TXN)
46.56,2011,11,23,47.985,48.131,46.984,46.998,119387777,46.56,55.446,54.641,54.669,116436,57.063,57.653,56.793,56.793,70528,102.87,104.03,102.7,102.83,112645037,193.09,194.6,187.89,188.99,8010200,21.105,21.216,20.94,20.94,57363152,287.59,290.12,285.06,285.06,4651772,27.84,27.946,27.304,27.492,5065294,45.882,45.917,44.303,44.672,28090643,24.308,24.324,23.856,23.882,12240142
48.168,2011,11,25,47.151,47.532,46.528,46.56,71048015,48.168,56.627,56.035,56.541,158037,58.218,58.816,58.218,58.76,129215,105.62,106.22,105.01,105.81,237924546,190.27,190.83,181.51,182.4,4971977,20.857,21.115,20.796,20.796,30573026,282.6,287.14,280.67,280.68,2844964,27.373,27.764,27.21,27.295,1984047,44.405,45.505,44.371,44.526,9688796,24.018,24.113,23.753,23.753,4098011
47.794,2011,11,28,47.685,48.244,47.426,48.168,96542787,47.794,56.909,56.045,56.205,104665,58.741,59.143,58.235,58.327,290762,106.1,106.94,105.72,106.1,225246419,191.92,194.62,190.54,194.15,7166570,21.36,21.37,21.129,21.284,54610121,289.68,294.41,288.25,294.1,5657734,28.104,28.259,27.604,27.816,4200382,45.875,46.397,45.668,46.312,14538432,24.487,24.872,24.283,24.53,11537116
48.945,2011,11,29,48.101,48.515,47.409,47.794,104755245,48.945,58.544,57.543,58.479,110930,59.842,60.687,59.786,60.677,338091,109.12,110.67,106.06,110.46,366348286,195.13,195.5,187.3,188.39,6573777,21.242,21.43,21.18,21.259,47803049,293.89,295.18,290.67,291.46,3663438,27.874,28.498,27.773,28.097,5328005,46.322,46.861,45.377,45.599,15726185,24.65,25.002,24.454,24.478,9151491
49.678,2011,11,30,48.793,48.957,48.445,48.945,113089269,49.678,58.986,58.331,58.78,106655,60.602,61.196,60.532,60.969,165406,110.34,111.05,109.97,110.44,200017184,194.99,195.3,188.75,192.29,7710360,21.711,21.902,21.512,21.894,95000073,298.98,299.76,296.04,299.7,6358134,28.759,29.739,28.665,29.695,4797027,46.431,47.327,46.431,47.052,21219123,25.113,25.758,25.032,25.726,15236841
49.905,2011,12,1,48.977,49.817,48.762,49.678,106954755,49.905,59.544,58.733,58.798,148858,61.514,61.7,60.897,60.897,86011,111.5,111.79,110.27,110.35,250136453,191.78,198.07,191.59,197.13,7323228,21.901,21.935,21.566,21.635,56695549,300,308,299.5,306.88,7241188,29.535,30.099,29.459,29.997,3777989,46.949,47.299,46.664,46.99,11450912,25.548,25.976,25.54,25.822,12376908
50.328,2011,12,2,49.973,50.409,49.763,49.905,105667860,50.328,60.054,59.277,59.556,128006,61.823,62.227,61.476,61.767,110569,112.09,112.39,110.87,111.56,254741283,197.42,199.66,195.18,196.03,7524821,21.891,21.928,21.534,21.582,61101911,308.68,312,308.13,310.18,8171358,31.071,31.352,29.971,30.038,4449446,47.576,47.822,46.613,46.654,14860882,25.976,26.095,25.574,25.615,8595158
50.065,2011,12,5,50.39,50.763,49.994,50.328,99583616,50.065,59.808,59.244,59.536,231530,61.771,62.053,61.471,61.687,455076,111.55,112.34,111.16,111.59,201910657,198.9,199,193.67,196.24,5918786,22.028,22.079,21.823,21.994,66345107,313.82,315.95,311.2,312.82,6395452,30.524,30.976,30.235,30.626,4827213,47.378,47.378,46.096,46.786,17082466,25.913,26.212,25.685,25.84,10223234
49.828,2011,12,6,50.27,50.535,49.864,50.065,79031632,49.828,59.799,58.771,59.563,108638,61.443,61.886,60.948,61.733,116224,111.23,112.47,110.44,112,268686169,195.91,198.32,190.11,191.99,5201317,22.122,22.138,21.916,21.957,53921848,311.5,314.31,310.12,311.88,4652836,30.66,30.832,30.377,30.558,2838121,46.888,47.359,46.407,47.078,12800817,25.839,26.104,25.727,26.003,10448390
50.028,2011,12,7,49.905,50.064,49.53,49.828,84948476,50.028,59.508,58.45,58.479,54625,61.312,61.819,60.635,60.663,133975,111.27,111.53,109.3,109.57,272332222,191.27,196.71,189.12,195.32,6424177,21.977,22.047,21.686,21.909,73181138,310.84,312.83,309.05,311.7,4515500,30.369,30.643,30.038,30.499,3162847,46.852,46.998,45.976,46.75,15493700,25.822,26.446,25.642,26.212,14156507
50.407,2011,12,8,50.133,50.649,49.973,50.028,104844659,50.407,59.734,58.657,59.629,89378,60.768,61.838,60.768,61.714,82037,110.05,111.67,109.94,111.42,236505693,193.55,195.89,190.08,190.48,4358296,21.849,22.01,21.711,21.736,70688290,310.52,313.73,307.65,308.02,4828000,30.313,30.601,29.535,29.597,5087783,46.371,47.212,46.26,46.425,18125631,26.027,26.521,25.497,25.574,13364846
50.179,2011,12,9,50.291,50.463,50.077,50.407,82753983,50.179,59.06,58.237,58.761,217183,61.034,61.043,60.334,60.839,90234,110.42,110.44,108.85,109.76,243827079,191.77,193.95,188.4,193.03,5156847,21.857,22.139,21.823,21.994,62839102,308.9,314.56,308.5,313.71,5536356,29.204,30.158,28.891,29.989,4637169,46.355,47.567,46.148,47.378,13524479,24.36,25.659,24.36,25.589,29865560
49.793,2011,12,12,50.158,50.446,49.874,50.179,83412983,49.793,59.356,57.77,58.053,101031,61.167,61.446,59.912,60.165,70754,110.34,110.99,108.21,108.75,277125183,190.03,191.15,187.63,189.52,4340029,21.764,21.882,21.643,21.833,45365220,311,313.09,310.14,312.7,4369468,29.612,29.628,28.991,29.272,4332660,46.835,47.101,46.362,47.032,11541238,25.223,25.325,24.667,24.896,16112170
48.689,2011,12,13,50.309,50.635,49.573,49.793,94404265,48.689,57.817,56.742,57.044,299687,59.893,59.94,58.807,59.079,156830,108.3,108.73,107.36,107.61,269564185,188.55,189.68,178.5,180.51,9280074,22.063,22.337,21.951,22.047,63672241,314.38,318.28,311.42,312.82,8056944,29.315,29.59,28.735,28.891,4803622,47.549,47.848,46.184,46.527,16175493,25.086,25.214,24.205,24.283,12805439
48.53,2011,12,14,49.522,49.608,48.366,48.689,113224348,48.53,57.647,56.804,56.86,94976,59.651,59.651,58.835,58.845,86815,108.74,108.89,107.82,107.98,225144078,178.58,180.75,170.25,180.21,11594628,21.969,22.129,21.882,21.901,55709128,311.44,312.16,306.24,309.04,7807964,28.891,29.044,28.668,28.701,4975649,46.518,46.63,45.239,45.592,14916580,24.214,24.558,23.882,23.966,10877815
48.793,2011,12,15,49.09,49.143,48.447,48.53,71442867,48.793,57.808,56.894,57.025,79114,59.219,59.858,58.89,59.042,74076,108.71,109.37,107.9,108.13,247853728,182.34,184.8,179.53,181.26,7241809,21.959,22.148,21.857,21.872,53973942,311.26,312,309.35,309.77,4818770,29.036,29.348,28.882,29.009,3664873,46.056,46.167,44.809,45.118,13623905,24.146,24.43,24.104,24.368,12261139
48.947,2011,12,16,48.712,49.194,48.607,48.793,117455858,48.947,57.327,56.176,56.338,111557,59.265,59.275,58.179,58.346,63880,108.55,108.8,106.75,106.99,206454446,182.42,184.41,180.31,181.26,6661379,22.003,22.397,21.935,22.251,118335923,312.16,314.66,310.74,312.98,8918808,29.212,29.636,29.009,29.1,4789325,45.314,46.218,45.005,45.171,23110160,24.735,24.872,24.368,24.521,15185820
50.707,2011,12,19,48.98,49.285,48.725,48.947,65393948,50.707,58.158,57.102,58.081,129396,59.171,60.193,59.171,60.146,128699,108.67,110.41,107.07,110.23,253260471,182.12,183.17,179,179.33,4502173,22.268,22.353,21.788,21.849,61036175,314,314.25,310,310.92,4287178,29.119,29.281,28.436,28.506,3241162,45.377,45.565,44.441,44.578,13609843,24.591,24.599,23.847,23.889,8732623
50.767,2011,12,20,49.624,50.725,49.594,50.707,93898733,50.767,57.715,56.232,56.933,217675,59.613,59.622,58.179,58.89,190339,110.23,110.6,109.18,110.43,218295685,182.73,183.17,180.54,182.52,4567147,22.139,22.337,22.088,22.268,70965243,314,315.92,314,315.18,4776368,28.905,30.182,28.897,30.055,4729106,45.323,46.654,45.323,46.449,16680777,24.231,25.205,24.231,25.122,14645920
51.041,2011,12,21,50.778,50.88,50.202,50.767,73046809,51.041,57.696,57.092,57.658,135895,59.172,59.697,59.162,59.653,136560,110.85,111.54,110.48,111.43,134145927,182.14,183.5,172.49,174.35,8062630,22.26,22.414,21.773,22.047,74929247,315,315.91,309.48,312.91,4996108,29.962,30.167,29.339,29.92,3814402,46.527,46.707,45.332,45.927,11520463,25.018,25.155,24.231,24.412,14994254
51.649,2011,12,22,50.842,51.113,50.725,51.041,56284285,51.649,58.233,57.62,58.188,137017,59.849,60.224,59.623,60.224,53853,111.76,112.44,111.55,112.41,103615152,175.09,179.67,174.21,179.03,4693172,22.129,22.129,21.807,22.088,41809529,313.76,315.86,313.5,314.85,3647822,29.928,30.72,29.928,30.619,2926344,45.96,46.81,45.9,46.691,10298406,24.505,25.301,24.497,25.214,10052948
52.062,2011,12,23,51.184,51.683,51.161,51.649,75114441,52.062,58.553,58.016,58.318,98369,60.205,60.615,60.101,60.345,72691,112.23,112.8,112.12,112.5,96538493,179.22,179.68,175.6,177.28,3495273,22.183,22.285,22.019,22.276,27092965,316,317.34,315.28,316.57,2907446,30.712,30.951,30.481,30.847,1565776,46.88,46.998,46.322,46.903,6603911,25.401,25.461,25.095,25.41,4558523
51.566,2011,12,27,51.63,52.39,51.612,52.062,73888680,51.566,58.413,57.487,57.583,84432,60.336,60.345,59.528,59.605,164855,112.52,112.54,110.94,111.04,133839114,177.4,178.59,176.16,176.27,2949434,22.233,22.37,22.192,22.285,24857854,316.02,322.24,316,320.12,3212904,30.669,31.2,30.669,30.992,1822889,46.604,47.212,46.371,47.111,7570525,25.248,25.469,25.138,25.325,4247350
51.88,2011,12,28,52.108,52.282,51.397,51.566,63708896,51.88,58.188,57.696,58.138,198162,59.69,60.205,59.69,60.083,680101,111.4,112.29,111.06,112.18,138781578,176.5,176.65,172.28,173.89,3652801,22.353,22.378,22.047,22.097,34813605,321.58,322.5,319.05,319.85,4254260,30.959,30.959,30.313,30.328,2340422,47.12,47.18,46.435,46.654,8218457,25.316,25.325,24.823,24.849,4398222
51.865,2011,12,29,51.64,51.948,51.289,51.88,59990650,51.865,58.223,57.913,57.913,166678,60.087,60.273,59.963,59.963,67587,112.08,112.36,111.62,111.62,107485007,169.57,174.55,166.97,173.86,8203509,22.21,22.294,22.129,22.268,26271884,320.62,321.5,317.6,321.2,3150990,30.499,30.669,30.405,30.542,1946769,46.734,47.171,46.734,47.093,6812141,24.88,25.095,24.768,25.078,4090429
52.663,2011,12,30,51.671,52.028,51.67,51.865,50136156,52.663,59.3,58.612,58.723,171939,61,61.424,60.786,60.892,779731,113.63,114.19,113.35,113.41,217677568,173.66,175.17,172.49,173.1,4280263,22.251,22.353,22.173,22.216,32012523,321.01,323.38,321.01,322.95,3565718,30.612,30.76,30.44,30.482,1210047,46.949,47.212,46.93,46.965,5637708,25.018,25.162,24.872,24.88,4457228
52.946,2012,1,3,52.488,52.827,52.378,52.663,84271282,52.946,58.895,58.223,58.781,98427,60.796,61.247,60.467,61.124,154669,113.14,113.67,112.7,113.58,142709321,175.89,179.48,175.55,179.03,5110970,22.66,23.072,22.587,22.901,75640283,326.2,334.08,326.18,332.7,7354300,31.063,31.274,30.593,30.695,3546634,47.902,48.064,46.94,47.453,13089185,25.24,25.589,25.214,25.437,8454334
53.534,2012,1,4,52.516,53.105,52.414,52.946,72548556,53.534,59.319,58.507,59.214,134660,61.028,61.631,60.833,61.519,125677,112.96,114.04,112.44,113.87,195405535,179.14,180.5,176.07,177.51,4205374,22.953,23.51,22.919,23.448,94084403,332.62,335.12,330.31,334.14,5727960,30.704,30.736,30.369,30.652,1676116,47.419,48.253,46.845,47.936,20486177,25.248,25.428,24.994,25.275,6829475
54.094,2012,1,5,53.14,53.599,52.849,53.534,75572081,54.094,59.384,58.922,59.252,129277,61.415,61.753,61.255,61.622,87682,114.01,114.03,113.22,113.59,166379699,175.94,178.25,174.05,177.61,3809838,23.439,23.733,23.355,23.689,65531496,331.06,331.98,328.12,329.5,6565632,30.49,30.857,30.44,30.788,2493465,47.936,48.253,47.47,48.134,13415615,25.162,25.557,25.162,25.453,7685046
54.008,2012,1,6,53.757,54.138,53.687,54.094,88773291,54.008,59.451,58.998,59.252,113360,61.838,61.838,61.357,61.509,140357,113.84,113.99,113.33,113.86,111822843,178.07,184.65,177.5,182.61,7009839,23.593,24.124,23.559,24.049,116215817,329.92,330,324.9,325.01,5386198,30.755,30.857,30.481,30.584,4147078,48.031,48.424,47.959,48.218,9364291,25.366,25.45,25.185,25.45,7081468
54.2,2012,1,9,54.491,54.778,53.959,54.008,109831110,54.2,59.95,59.451,59.553,293244,62.205,62.233,61.696,61.8,75564,115.1,115.31,114.69,114.85,129491969,182.62,184.37,177,178.56,5056842,24.005,24.049,23.723,23.74,69767849,323.25,323.5,310.62,311.23,11646536,30.652,31.255,30.593,31.181,3045125,48.167,48.389,47.591,48.003,14749154,25.428,25.874,25.386,25.777,9407254
54.113,2012,1,10,54.541,54.553,53.978,54.2,72006166,54.113,59.855,59.327,59.724,124154,61.714,62.099,61.575,61.997,95882,114.5,115.07,114.31,114.92,125163402,181.19,182.4,177.1,179.34,3985802,23.878,24.089,23.748,23.825,70114209,314.92,316.9,308.46,311.57,8791030,31.403,31.504,31.162,31.317,2292957,48.56,48.597,47.839,47.867,13595962,25.858,26.231,25.694,26.212,11876693
53.963,2012,1,11,54.124,54.148,53.696,54.113,59991538,53.963,60.083,59.441,60.028,201447,62.091,62.249,61.649,62.205,146132,115.28,115.36,114.32,115.2,133517261,179.5,180.77,178.19,178.9,3102777,23.475,23.946,23.421,23.724,76633330,311.75,314.7,310.56,312.98,4800520,31.146,31.522,31.146,31.444,1791331,47.867,48.106,47.695,47.755,8316203,26.086,26.311,25.889,26.269,6136905
53.763,2012,1,12,54.08,54.154,53.624,53.963,59288947,53.763,59.696,59.167,59.563,123954,61.743,61.91,61.367,61.743,256896,114.41,114.78,113.6,114.59,202042578,179.42,179.49,175.75,175.93,5386885,23.827,23.982,23.663,23.963,57693305,315.6,316.44,313.25,314.82,3750262,31.522,31.942,31.403,31.786,3114449,47.746,48.519,47.633,48.364,13263010,26.32,26.867,26.189,26.809,10275947
54.386,2012,1,13,53.749,53.843,53.613,53.763,63044768,54.386,60.262,59.696,59.855,173348,62.186,62.514,61.91,62.082,273145,115.7,115.91,114.64,115.04,148557042,176.02,178.8,173.5,178.42,4753389,23.903,24.179,23.784,24.179,70342991,313.13,313.48,310.53,312.5,4614476,31.564,31.614,31.036,31.2,3963444,48.079,48.708,48.012,48.545,12249801,26.595,26.809,26.333,26.457,9542046
54.951,2012,1,17,54.323,54.551,54.163,54.386,67711941,54.951,60.979,60.009,60.96,180760,62.353,63.178,62.353,63.178,225661,115.02,116.35,114.8,116.3,183519675,180.39,183.3,178.51,181.66,5644453,24.302,24.517,24.111,24.183,84581573,315.52,315.99,312.84,314.29,3818588,31.462,31.764,31.395,31.558,3029389,48.874,49.573,48.704,49.057,14455704,26.722,26.825,26.497,26.56,6733548
54.778,2012,1,18,54.676,54.999,54.593,54.951,77112610,54.778,61.64,61.252,61.509,167136,63.518,63.865,63.47,63.686,136125,116.71,117.04,116.33,116.94,141920545,181.9,190.25,181.12,189.44,7474537,24.194,24.306,23.934,24.16,75770002,313.32,317,311.06,316.46,5526160,32.621,33.606,32.51,33.353,8577198,49.059,49.719,48.905,49.446,15506767,27.322,28.913,27.315,28.818,32014771
53.824,2012,1,19,55.09,55.24,54.62,54.778,72924928,53.824,61.724,61.339,61.669,152657,63.591,63.985,63.554,63.901,90717,116.74,117.36,116.43,117.01,155349636,190.84,195.94,190.36,194.45,7096902,24.081,24.34,23.989,24.064,86500292,320.48,320.5,315.73,319.79,12585752,33.369,33.865,33.283,33.795,4225572,49.558,50.005,49.343,49.799,15489380,28.621,29.146,28.474,28.905,16589854
54.734,2012,1,20,54.744,54.746,53.754,53.824,115317280,54.734,62.159,61.376,61.849,143484,63.985,64.483,63.734,64.109,81917,116.98,117.61,116.49,117.08,145300189,190.79,192.9,189.04,190.93,5610242,24.656,25.452,24.604,25.427,193840558,295.26,295.5,290.85,293,21152304,33.813,33.939,33.559,33.889,3733410,49.814,49.882,49.343,49.566,19262640,28.648,28.835,28.434,28.75,13235430
53.838,2012,1,23,54.122,54.868,54.083,54.734,85258042,53.838,62.132,61.545,61.997,248755,63.901,64.398,63.901,64.221,122884,116.33,116.97,116.15,116.94,115665166,190.8,191.73,185.23,186.09,4586384,25.29,25.629,25.117,25.442,88897452,293,294.33,291.58,292.76,6825800,33.939,34.043,33.513,33.649,3287401,49.746,50.418,49.677,49.928,15782855,28.561,28.889,28.217,28.372,17328903
57.201,2012,1,24,54.441,54.441,53.728,53.838,151563229,57.201,62.62,61.904,62.442,275719,64.897,65.055,64.325,64.879,189859,116.75,118.17,116.28,117.9,223118410,185,188.41,183.82,187,4678993,25.23,25.305,24.972,25.109,55269793,292.78,293.84,289,290.46,6112276,33.471,34.052,33.446,33.947,3495050,49.67,50.382,49.429,50.382,13372479,28.493,28.613,27.745,27.795,24477701
56.942,2012,1,25,58.195,58.197,56.826,57.201,267182941,56.942,62.905,61.894,62.179,310903,65.151,65.251,64.257,64.539,229913,118.43,118.66,116.84,117.31,207630090,187,188.17,184.61,187.8,4306783,24.886,25.374,24.879,25.298,69214679,288.76,289.36,283.19,284.74,9036510,33.804,33.947,33.291,33.889,3364477,50.741,51.085,50.253,50.648,24972464,27.874,28.122,27.349,28.039,20591051
57.28,2012,1,26,57.43,57.472,56.75,56.942,90359283,57.28,62.403,61.829,62.309,168068,64.295,64.773,64.193,64.663,149048,116.76,117.44,116.65,117.25,152037467,189.3,194.85,188.73,193.32,5874242,25.349,25.418,25.161,25.246,57377338,286,287.24,282.27,284.05,6452296,33.983,34.402,33.361,33.464,4472476,50.718,50.959,49.401,49.634,23788520,28.104,28.406,27.554,27.66,14845576
58.012,2012,1,27,56.889,57.435,56.831,57.28,83585001,58.012,62.481,61.678,62.376,217443,64.043,64.906,63.928,64.803,107268,116.07,116.92,115.67,116.85,165207810,193.08,196.5,192.33,195.37,4659131,25.197,25.274,24.965,25.017,51635248,285.39,290.16,284.67,289.99,7234864,33.201,33.72,33.121,33.532,3602828,49.41,49.928,49.401,49.618,11991647,27.477,28.21,27.453,28.02,9812523
58.459,2012,1,30,57.079,58.13,57.036,58.012,105670407,58.459,62.82,62.083,62.499,194448,65.2,65.244,64.453,64.925,111611,117.41,117.56,116.23,116.8,176696443,193.68,195,190.13,192.15,5426638,24.802,25.349,24.674,25.34,59718582,289.5,290,286.7,288.85,4661496,33.165,33.396,32.993,33.291,2726073,49.221,50.347,48.966,50.339,15214671,27.65,27.745,27.495,27.65,10738426
58.42,2012,1,31,58.365,58.682,58.02,58.459,109287526,58.42,63.508,62.83,63.235,349648,65.403,65.957,65.261,65.617,222728,117.65,118.41,117.52,117.81,186459408,194.25,195.63,189.7,194.44,12745930,25.386,25.422,25.017,25.274,59098320,291.5,292,287.58,290.06,4284632,33.523,33.688,33.207,33.335,2928148,50.615,50.962,50.315,50.505,15783311,27.806,27.903,27.495,27.824,13965801
58.283,2012,2,1,58.705,58.78,58.339,58.42,75172830,58.283,63.742,63.301,63.47,225416,65.883,66.078,65.617,65.77,160837,118.06,118.3,117.59,118,127045130,173.81,179.95,172,179.46,21337323,25.485,25.717,25.469,25.581,78976634,292.46,292.75,289.57,290.42,4641300,33.615,33.956,33.396,33.523,3740125,51.076,51.3,50.475,51.138,32283723,28.176,28.519,27.884,28.235,13748543
58.866,2012,2,2,58.383,58.548,58.139,58.283,52069108,58.866,64.567,63.924,64.442,335150,66.388,66.839,66.248,66.726,118454,119.19,119.71,119,119.65,180541392,179.95,181.94,176.8,181.72,8738156,25.621,25.82,25.427,25.629,61024314,292.44,293.2,291.04,292.56,4829344,33.55,33.924,33.456,33.513,2700836,52.41,53.188,52.031,52.141,40569035,28.226,28.525,28.217,28.406,11494123
59.416,2012,2,3,58.563,58.908,58.34,58.866,79960558,59.416,64.432,64.046,64.414,245616,66.483,66.755,66.304,66.755,87869,119.18,119.62,119.05,119.57,121013718,182.71,187.9,181.89,187.68,8122016,25.799,26.014,25.75,25.877,44133639,295.33,298.54,294.02,298.17,6337746,33.889,34.213,33.754,34.147,4328943,52.296,52.658,52.04,52.428,20299323,28.604,29.294,28.57,29.154,16594280
60.04,2012,2,6,58.701,59.546,58.676,59.416,69602482,60.04,64.698,64.055,64.537,303599,66.603,67.102,66.436,66.961,166147,119.34,120.09,118.88,119.87,152254729,186.5,186.52,182.92,183.14,5082036,25.732,25.861,25.642,25.843,32764381,297.62,305.42,297,304.54,7359050,33.947,33.956,33.606,33.711,3700873,52.262,52.476,51.978,52.436,12883001,28.991,29.026,28.613,28.88,10117955
61.045,2012,2,7,59.583,60.157,59.495,60.04,88094362,61.045,65.008,64.452,65,201122,67.064,67.542,66.931,67.542,166053,119.95,120.27,119.46,120.25,156309564,182.45,184.94,182.06,184.19,5103838,25.75,26.093,25.714,25.973,45854529,303.58,304.7,301.88,303.38,4184070,33.523,33.9,33.429,33.797,2363313,52.21,52.908,51.976,52.848,14436803,28.664,28.889,28.416,28.726,11597910
63.158,2012,2,8,60.252,61.058,60.15,61.045,113627149,63.158,65.669,65.036,65.594,194949,67.74,68.237,67.542,68.159,140947,120.44,120.61,119.66,120.39,166888277,184.95,186.49,182.91,185.48,5477158,25.912,26.248,25.861,26.24,58027993,304.33,305.68,302.37,304.92,3671986,33.788,34.311,33.738,33.987,2772438,52.737,52.951,52.321,52.778,13342803,28.726,29.265,28.707,29.085,9738490
63.189,2012,2,9,61.564,63.614,61.539,63.158,246303027,63.189,65.273,64.821,65.026,168914,67.607,67.757,67.356,67.562,250331,119.33,119.59,119.05,119.48,188669144,184.5,185.69,181.76,184.98,7189245,26.291,26.361,26.084,26.334,58972745,306.01,307.25,304.5,305.73,4529980,34.063,34.209,33.868,34.161,2958436,52.882,53.227,52.71,53.182,16189244,29.172,29.204,28.939,29.044,7535522
64.365,2012,2,10,62.881,63.726,62.565,63.189,175945151,64.365,65.64,65.036,65.461,237256,68.123,68.159,67.598,67.964,129311,120.36,120.54,119.83,120.39,130099796,183.15,187.63,182.52,185.54,5797010,26.222,26.361,25.981,26.102,52122171,303.92,304.06,302,302.96,4650886,33.856,33.856,33.488,33.615,2794958,52.745,53.062,52.58,53.002,12085520,28.697,28.794,28.519,28.664,6307936
65.242,2012,2,13,63.997,64.521,63.658,64.365,144163163,65.242,65.556,65.008,65.556,214826,67.843,68.227,67.627,68.208,264082,120.08,120.31,119.4,120.25,186593882,187.17,192.5,185.68,191.59,6072118,26.213,26.334,26.04,26.17,38933978,305.02,306.92,305.01,306.1,3632518,33.873,33.906,33.21,33.649,2413937,53.225,53.225,52.546,53.01,10852596,28.794,29.017,28.14,28.58,8497666
63.733,2012,2,14,64.608,65.257,64.289,65.242,128562424,63.733,66.386,65.14,65.235,447049,68.436,69.025,67.676,67.843,207808,120.65,120.82,119.44,119.66,218849180,190.64,193.57,186.1,191.3,9532219,26.128,26.24,25.714,26.058,69240042,305.77,306,302.38,304.88,3607502,33.369,33.668,33.283,33.59,2476411,52.802,52.982,52.459,52.982,10381356,28.397,28.561,28.104,28.543,8263076
64.314,2012,2,15,65.855,67.397,63.633,63.733,419648021,64.314,66.366,65.206,66.33,157554,67.757,69.005,67.684,68.913,78855,119.67,121.11,119.48,121,209614957,191.54,191.54,183.26,184.47,7797587,26.128,26.179,25.87,25.885,50280339,306,306.46,301.28,302.78,4852720,33.686,34.11,33.625,33.754,2608477,53.071,53.227,52.683,52.873,12625234,28.552,28.818,28.441,28.707,7204005
64.303,2012,2,16,62.943,64.658,62.319,64.314,263308348,64.303,66.555,66,66.246,175414,69.128,69.128,68.583,68.782,62409,121.41,121.51,120.92,121.32,145957022,177.65,181.68,175.14,179.93,12563763,26.102,27.179,26.102,26.946,109930892,301.41,304.4,298.86,303.26,5061722,33.822,34.512,33.777,34.384,3720126,53.018,53.576,52.854,53.465,14361551,28.76,29.394,28.613,29.138,10344780
65.932,2012,2,17,64.429,65.026,64.071,64.303,149304893,65.932,66.725,65.972,66.376,242042,68.837,69.326,68.545,69.025,464246,121.61,121.89,121,121.37,150654297,180.09,183.41,179.36,182.5,7418012,26.877,26.981,26.661,26.92,81302075,302.48,303.82,301.2,302.32,4898058,34.735,34.784,34.28,34.432,2388788,53.459,53.839,53.236,53.681,17156093,29.284,29.342,28.75,28.861,8913939
65.701,2012,2,21,64.935,65.932,64.559,65.932,168601389,65.701,66.482,66,66.045,200349,68.876,69.138,68.583,68.687,214528,121.19,121.43,120.79,120.98,139674173,182.65,184.75,180.58,182.26,6756486,26.859,27.23,26.834,27.084,59006064,301.94,308.94,301.44,307,4961478,34.579,34.673,34.147,34.238,2450927,53.803,54.027,53.536,53.898,10052902,28.889,28.898,28.525,28.596,7950618
66.129,2012,2,22,65.706,66.016,65.191,65.701,134675490,66.129,66.511,65.66,66.462,121662,68.5,69.072,68.179,68.986,116559,120.92,121.61,120.52,121.51,154741808,181.94,182.99,180.29,180.58,5786428,27.093,27.292,26.859,26.937,57167817,305.82,308.39,303.36,303.97,3933970,33.859,34.391,33.747,33.926,3848739,53.784,54.043,53.614,53.707,9064356,28.493,28.707,28.268,28.321,7563243
66.902,2012,2,23,65.963,66.314,65.248,66.129,158353395,66.902,66.896,66.565,66.755,154389,69.166,69.445,69.109,69.307,117422,121.78,122.04,121.51,121.78,118620155,179.33,180.75,176.96,178.89,5156505,26.902,27.212,26.704,27.023,40670426,303.36,303.97,300.18,303.06,4109860,33.956,34.222,33.277,33.506,7211972,53.707,54.655,53.511,54.527,14721026,28.184,28.784,27.958,28.63,6721848
67.331,2012,2,24,66.529,66.965,66.418,66.902,115772790,67.331,67.075,66.008,66.849,293475,68.951,69.691,68.564,69.419,582481,120.98,122.34,120.8,122,163764590,179.71,180.74,178.37,179.13,3311754,27.119,27.136,26.911,27.119,41299168,303.68,305.82,302.76,304.95,3873948,33.616,33.616,32.931,33.095,5539727,54.76,54.785,54.407,54.466,9206754,28.76,28.871,28.604,28.63,3473616
68.565,2012,2,27,66.733,67.682,66.113,67.331,152490708,68.565,67.34,66.811,67.283,221536,69.437,70.01,69.419,69.963,307301,122.04,122.5,121.78,122.37,145364218,177.78,179.19,176.5,178.53,3706636,26.885,27.136,26.792,27.005,40129211,303.3,306.18,302.53,304.65,3629036,32.91,33.422,32.721,33.072,3824778,54.05,54.614,53.872,54.353,11396783,28.406,28.697,28.184,28.449,6966577
69.466,2012,2,28,67.61,68.565,67.342,68.565,167187636,69.466,67.671,66.641,66.858,326655,70.102,70.375,69.349,69.593,145110,122.53,122.9,121.42,121.86,208894809,178.9,184.29,177.95,183.8,5764607,27.056,27.504,27.032,27.455,52493731,305,309.88,303.84,309.2,5695394,33.181,33.824,33.068,33.713,3154447,54.466,54.476,53.656,53.821,14029492,28.519,29.076,28.474,28.974,7423618
