Future Close (AAPL),Year,Month,Day,Open (AAPL),High (AAPL),Low (AAPL),Close (AAPL),Volume (AAPL)
22.37,2008,06,30,21.774,22.027,21.336,21.444,190779913
21.537,2008,07,01,21.009,22.376,21.002,22.37,309727561
21.785,2008,07,02,22.418,22.724,21.537,21.537,233567418
22.432,2008,07,03,21.717,22.047,21.228,21.785,145977693
22.993,2008,07,07,22.154,22.685,22.012,22.432,228559086
22.315,2008,07,08,22.462,23.012,22.123,22.993,247711824
22.621,2008,07,09,23.084,23.168,22.302,22.315,249550627
22.103,2008,07,10,22.399,22.71,21.947,22.621,234103082
22.268,2008,07,11,22.458,22.682,21.9,22.103,259219811
21.723,2008,07,14,22.954,22.962,22.164,22.268,246917000
22.133,2008,07,15,22.065,22.249,21.309,21.723,289877701
22.002,2008,07,16,21.779,22.146,21.59,22.133,208531685
21.148,2008,07,17,22.294,22.408,21.948,22.002,210793201
21.295,2008,07,18,21.542,21.724,21.13,21.148,240622373
20.749,2008,07,21,21.373,21.451,20.633,21.295,355311216
21.29,2008,07,22,19.07,20.844,18.767,20.749,523327034
20.366,2008,07,23,21.148,21.56,20.689,21.29,295362486
20.761,2008,07,24,21.04,21.164,20.292,20.366,234088625
19.773,2008,07,25,20.538,20.874,20.319,20.761,176473261
20.117,2008,07,28,20.769,20.805,19.724,19.773,217660487
20.473,2008,07,29,19.883,20.42,19.676,20.117,190706395
20.356,2008,07,30,20.195,20.555,19.989,20.473,201962288
20.062,2008,07,31,20.194,20.772,20.103,20.356,177591108
19.622,2008,08,01,20.482,20.489,19.946,20.062,151903672
20.572,2008,08,04,20.052,20.221,19.584,19.622,164769142
21.028,2008,08,05,19.914,20.592,19.827,20.572,191884653
20.948,2008,08,06,20.486,21.44,20.232,21.028,220670153
21.711,2008,08,07,20.86,21.28,20.682,20.948,187434681
22.227,2008,08,08,20.991,21.724,20.971,21.711,199068558
22.633,2008,08,11,21.785,22.603,21.727,22.227,248378005
22.962,2008,08,12,22.219,22.961,22.219,22.633,233132531
22.963,2008,08,13,22.8,23.051,22.525,22.962,234899860
22.504,2008,08,14,22.815,23.109,22.773,22.963,198233593
22.461,2008,08,15,22.932,23.019,22.418,22.504,197505890
22.222,2008,08,18,22.456,22.769,22.26,22.461,153762598
22.517,2008,08,19,22.324,22.676,22.002,22.222,171720613
22.321,2008,08,20,22.386,22.661,22.233,22.517,141359624
22.641,2008,08,21,22.358,22.468,22.011,22.321,150505318
22.098,2008,08,22,22.533,22.73,22.483,22.641,122599625
22.236,2008,08,25,22.527,22.567,21.983,22.098,135053284
22.369,2008,08,26,22.113,22.395,22.106,22.236,124228804
22.249,2008,08,27,22.174,22.507,22.049,22.369,132908992
21.708,2008,08,28,22.449,22.57,22.125,22.249,120173705
21.282,2008,08,29,22.136,22.218,21.648,21.708,167105545
21.379,2008,09,02,22.098,22.218,21.13,21.282,217702749
20.646,2008,09,03,21.385,21.6,21.002,21.379,204907079
20.513,2008,09,04,21.226,21.504,20.593,20.646,207165081
20.223,2008,09,05,20.277,20.798,20.189,20.513,219297935
19.424,2008,09,08,21.073,21.115,19.396,20.223,291658981
19.415,2008,09,09,20.088,20.485,19.181,19.424,346969505
19.549,2008,09,10,19.529,19.848,19.057,19.415,271372446
19.073,2008,09,11,19.415,19.594,18.696,19.549,270335199
17.974,2008,09,12,19.308,19.326,18.762,19.073,221108652
17.914,2008,09,15,18.182,18.911,17.974,17.974,256372856
16.369,2008,09,16,17.113,18.248,16.923,17.914,334214072
17.172,2008,09,17,17.715,17.736,16.369,16.369,334510649
18.046,2008,09,18,16.717,17.927,15.453,17.172,467053093
16.781,2008,09,19,18.029,18.467,17.454,18.046,398994981
16.243,2008,09,22,17.901,17.958,16.732,16.781,238697990
16.484,2008,09,23,16.853,17.391,16.22,16.243,356621023
16.897,2008,09,24,16.315,16.769,16.026,16.484,291932018
16.422,2008,09,25,16.654,17.26,16.46,16.897,279601969
13.48,2008,09,26,16.006,16.622,15.752,16.422,313910215
14.553,2008,09,29,15.302,15.326,12.882,13.48,730561989
13.976,2008,09,30,13.866,14.728,13.611,14.553,453452613
12.818,2008,10,01,14.326,14.388,13.754,13.976,361512816
12.428,2008,10,02,13.837,13.93,12.807,12.818,448680865
12.568,2008,10,03,13.321,13.638,12.121,12.428,639757618
11.419,2008,10,06,11.782,12.65,11.211,12.568,587522817
11.499,2008,10,07,12.872,12.997,11.392,11.419,523860280
11.363,2008,10,08,11.013,12.337,10.971,11.499,615651966
12.396,2008,10,09,11.974,12.267,11.09,11.363,451023268
14.118,2008,10,10,10.973,12.807,10.886,12.396,618829489
13.33,2008,10,13,13.42,14.155,12.935,14.118,429130693
12.547,2008,10,14,14.904,14.907,13.207,13.33,552442840
13.049,2008,10,15,13.298,13.702,12.538,12.547,441257577
12.473,2008,10,16,12.776,13.245,11.75,13.049,550850676
12.605,2008,10,17,12.734,13.068,10.999,12.473,491122629
11.717,2008,10,20,12.777,12.811,11.992,12.605,431324163
12.403,2008,10,21,12.413,12.54,11.674,11.717,571544296
12.579,2008,10,22,12.468,12.965,11.901,12.403,626569693
12.344,2008,10,23,12.362,12.71,11.768,12.579,466807754
11.793,2008,10,24,11.567,12.54,11.54,12.344,443250825
12.794,2008,10,27,12.175,12.503,11.764,11.793,337146846
13.387,2008,10,28,12.221,12.872,11.829,12.794,455823303
14.222,2008,10,29,12.902,14.029,12.798,13.387,544514103
13.78,2008,10,30,13.879,14.365,13.783,14.222,456651818
13.698,2008,10,31,13.751,14.187,13.466,13.78,459331042
14.215,2008,11,03,13.564,13.973,13.429,13.698,295013372
13.228,2008,11,04,14.084,14.315,13.66,14.215,390048641
12.691,2008,11,05,13.947,14.051,13.189,13.228,350386539
12.58,2008,11,06,12.938,13.161,12.553,12.691,367694616
12.278,2008,11,07,12.697,12.787,12.257,12.58,305554493
12.137,2008,11,10,12.846,12.859,12.102,12.278,313353655
11.541,2008,11,11,12.145,12.442,11.815,12.137,341407188
12.352,2008,11,12,11.844,11.94,11.527,11.541,328012870
11.555,2008,11,13,11.526,12.352,11.017,12.352,517036639
11.287,2008,11,14,11.991,12.036,11.526,11.555,391611734
11.514,2008,11,17,11.331,11.596,11.175,11.287,324174165
11.05,2008,11,18,11.474,11.654,11.122,11.514,337326468
10.307,2008,11,19,11.484,11.729,11.04,11.05,326763102
10.576,2008,11,20,10.896,11.071,10.245,10.307,478380668
11.903,2008,11,21,10.496,10.773,10.137,10.576,437504267
11.628,2008,11,24,10.899,12.14,10.864,11.903,402164449
12.167,2008,11,25,12.117,12.129,11.29,11.628,344471972
11.867,2008,11,26,11.539,12.198,11.507,12.167,250924090
11.389,2008,11,28,12.128,12.136,11.764,11.867,84001102
11.841,2008,12,01,11.695,11.816,11.388,11.389,257554120
12.281,2008,12,02,11.526,11.864,11.078,11.841,320308356
11.706,2008,12,03,11.444,12.325,11.371,12.281,373319724
12.037,2008,12,04,12.083,12.194,11.406,11.706,304352143
12.77,2008,12,05,11.563,12.101,11.379,12.037,291040322
12.814,2008,12,08,12.438,12.909,12.267,12.77,330201108
12.576,2008,12,09,12.548,13.269,12.448,12.814,335616400
12.167,2008,12,10,12.53,12.742,12.361,12.576,261554018
12.584,2008,12,11,12.439,12.964,12.145,12.167,290183330
12.135,2008,12,12,11.897,12.678,11.849,12.584,290360303
12.221,2008,12,15,12.292,12.322,11.91,12.135,248296843
11.419,2008,12,16,12.037,12.358,11.878,12.221,304842113
11.453,2008,12,17,11.655,11.666,11.274,11.419,360827582
11.526,2008,12,18,11.462,11.632,11.325,11.453,238829666
10.979,2008,12,19,11.525,11.647,11.371,11.526,223540440
11.062,2008,12,22,11.526,11.53,10.845,10.979,235579006
10.892,2008,12,23,11.139,11.254,11,11.062,177070536
10.988,2008,12,24,11.025,11.045,10.828,10.892,75705547
11.091,2008,12,26,11.084,11.196,10.916,10.988,85982781
11.05,2008,12,29,11.093,11.221,10.896,11.091,191306231
10.931,2008,12,30,11.196,11.277,10.849,11.05,269510759
11.622,2008,12,31,11.014,11.238,10.93,10.931,169432011
12.112,2009,01,02,10.959,11.659,10.907,11.622,208043955
11.912,2009,01,05,11.923,12.318,11.872,12.112,329453938
11.656,2009,01,06,12.289,12.442,11.831,11.912,359535607
11.871,2009,01,07,11.732,11.844,11.558,11.656,209985787
11.598,2009,01,08,11.584,11.928,11.531,11.871,184843882
11.353,2009,01,09,11.936,11.96,11.543,11.598,152459734
11.233,2009,01,12,11.583,11.654,11.213,11.353,171579281
10.928,2009,01,13,11.311,11.493,11.058,11.233,222068162
10.679,2009,01,14,11.044,11.174,10.849,10.928,282121166
10.543,2009,01,15,10.309,10.773,10.252,10.679,510782667
10.014,2009,01,16,10.792,10.806,10.295,10.543,292005908
10.608,2009,01,20,10.496,10.5,10.014,10.014,253140675
11.314,2009,01,21,10.18,10.614,10.156,10.608,298112397
11.314,2009,01,22,11.271,11.526,10.989,11.314,386943024
11.479,2009,01,23,11.134,11.509,11.078,11.314,211775201
11.619,2009,01,26,11.382,11.651,11.307,11.479,193041670
12.063,2009,01,27,11.539,11.725,11.493,11.619,169941977
11.91,2009,01,28,11.801,12.167,11.718,12.063,240218267
11.543,2009,01,29,11.92,12.081,11.858,11.91,164466842
11.719,2009,01,30,11.861,11.989,11.527,11.543,181673776
11.907,2009,02,02,11.399,11.782,11.385,11.719,155622254
11.98,2009,02,03,11.755,11.96,11.56,11.907,162584114
12.355,2009,02,04,11.951,12.327,11.921,11.98,224281427
12.77,2009,02,05,11.882,12.452,11.861,12.355,204875865
13.127,2009,02,06,12.428,12.807,12.42,12.77,188065177
12.53,2009,02,09,12.807,13.19,12.743,13.127,197915319
12.397,2009,02,10,12.954,13.127,12.427,12.53,233751877
12.713,2009,02,11,12.347,12.59,12.263,12.397,187137663
12.699,2009,02,12,12.271,12.773,12.271,12.713,225165155
12.106,2009,02,13,12.692,12.798,12.565,12.699,169016433
12.085,2009,02,17,12.42,12.424,12.074,12.106,184181312
11.606,2009,02,18,12.185,12.274,11.873,12.085,190124683
11.679,2009,02,19,11.951,12.069,11.54,11.606,251460545
11.134,2009,02,20,11.461,11.833,11.399,11.679,209116481
11.556,2009,02,23,11.732,11.782,11.08,11.134,209811560
11.674,2009,02,24,11.174,11.641,11.14,11.556,210814219
11.422,2009,02,25,11.508,11.9,11.431,11.674,227961051
11.438,2009,02,26,11.796,11.9,11.393,11.422,172113392
11.264,2009,02,27,11.271,11.691,11.228,11.438,196215342
11.315,2009,03,02,11.27,11.679,11.228,11.264,212888353
11.676,2009,03,03,11.411,11.62,11.256,11.315,201029452
11.377,2009,03,04,11.545,11.88,11.456,11.676,206612596
10.924,2009,03,05,11.556,11.765,11.326,11.377,196656849
10.642,2009,03,06,11.31,11.32,10.543,10.924,281668441
11.349,2009,03,09,10.764,11.218,10.575,10.642,194747028
11.868,2009,03,10,10.856,11.421,10.803,11.349,235466311
12.34,2009,03,11,11.513,12.046,11.472,11.868,236044586
12.285,2009,03,12,11.898,12.37,11.782,12.34,214312799
12.219,2009,03,13,12.334,12.446,12.168,12.285,167664420
12.762,2009,03,16,12.362,12.471,12.06,12.219,222349209
13,2009,03,17,12.195,12.766,12.175,12.762,219600784
13.014,2009,03,18,12.79,13.252,12.77,13,222004745
13.01,2009,03,19,13.057,13.214,12.839,13.014,139491556
13.79,2009,03,20,13.08,13.204,12.88,13.01,194000264
13.638,2009,03,23,13.148,13.849,13.031,13.79,185846682
13.637,2009,03,24,13.59,14.017,13.497,13.638,178689921
14.069,2009,03,25,13.769,13.874,13.302,13.637,180333974
13.682,2009,03,26,13.822,14.082,13.779,14.069,171794055
13.379,2009,03,27,13.894,13.897,13.626,13.682,137454186
13.463,2009,03,30,13.332,13.449,13.139,13.379,140166551
13.918,2009,03,31,13.512,13.763,13.447,13.463,158814361
14.435,2009,04,01,13.326,13.96,13.305,13.918,164106299
14.854,2009,04,02,14.09,14.697,14.059,14.435,225918240
15.169,2009,04,03,14.587,14.873,14.537,14.854,176589216
14.728,2009,04,06,14.721,15.208,14.507,15.169,183127138
14.896,2009,04,07,14.91,14.941,14.622,14.728,149361805
15.312,2009,04,08,14.758,14.955,14.675,14.896,126895071
15.397,2009,04,09,15.169,15.369,15.106,15.312,147799978
15.151,2009,04,13,15.369,15.492,15.24,15.397,108481314
15.065,2009,04,14,15.309,15.391,15.016,15.151,126616397
15.554,2009,04,15,14.983,15.144,14.824,15.065,115071612
15.807,2009,04,16,15.265,15.773,15.213,15.554,165149905
15.431,2009,04,17,15.5,15.912,15.401,15.807,138694239
15.596,2009,04,20,15.596,15.751,15.259,15.431,130056791
15.562,2009,04,21,15.233,15.64,15.187,15.596,130890809
16.059,2009,04,22,15.701,16.052,15.521,15.562,257317120
15.866,2009,04,23,16.219,16.29,15.816,16.059,263002275
15.974,2009,04,24,15.945,16.024,15.749,15.866,150644934
15.866,2009,04,27,15.735,16.006,15.71,15.974,133998857
16.024,2009,04,28,15.794,16.164,15.785,15.866,126864351
16.112,2009,04,29,15.988,16.244,15.857,16.024,127674324
16.295,2009,04,30,16.185,16.264,15.997,16.112,138856146
16.913,2009,05,01,16.112,16.386,16.109,16.295,110839216
16.993,2009,05,04,16.417,16.936,16.351,16.913,170001745
16.967,2009,05,05,16.873,17.014,16.791,16.993,111002870
16.529,2009,05,06,17.095,17.097,16.677,16.967,132025508
16.544,2009,05,07,16.916,16.955,16.379,16.529,147928018
16.592,2009,05,08,16.532,16.805,16.171,16.544,130488888
15.935,2009,05,11,16.3,16.769,16.278,16.592,112808484
15.301,2009,05,12,16.61,16.61,15.784,15.935,169302193
15.746,2009,05,13,15.77,15.88,15.286,15.301,165438241
15.676,2009,05,14,15.338,15.819,15.329,15.746,124307466
16.219,2009,05,15,15.641,15.961,15.576,15.676,102253291
16.322,2009,05,18,15.858,16.226,15.57,16.219,127559713
16.118,2009,05,19,16.243,16.559,16.103,16.322,103622672
15.903,2009,05,20,16.363,16.547,16.045,16.118,108188460
15.687,2009,05,21,16.006,16.235,15.739,15.903,113614655
16.748,2009,05,22,15.89,15.903,15.594,15.687,83099873
17.037,2009,05,26,15.987,16.755,15.952,16.748,176495854
17.297,2009,05,27,16.875,17.285,16.763,17.037,180237132
17.391,2009,05,28,17.097,17.34,16.909,17.297,135575655
17.848,2009,05,29,17.342,17.403,17.142,17.391,127185699
17.866,2009,06,01,17.462,17.926,17.417,17.848,125687897
18.051,2009,06,02,17.8,18.104,17.715,17.866,126436357
18.407,2009,06,03,17.938,18.074,17.81,18.051,156896778
18.526,2009,06,04,17.94,18.464,17.932,18.407,152417259
18.421,2009,06,05,18.635,18.748,18.341,18.526,176213719
18.28,2009,06,08,18.428,18.471,17.858,18.421,259379840
17.958,2009,06,09,18.416,18.512,17.997,18.28,188369794
17.922,2009,06,10,18.182,18.228,17.709,17.958,191809218
17.54,2009,06,11,17.882,18.128,17.742,17.922,146172301
17.428,2009,06,12,17.783,17.814,17.423,17.54,156683309
17.459,2009,06,15,17.414,17.535,17.273,17.428,150459127
17.363,2009,06,16,17.496,17.73,17.43,17.459,142500382
17.4,2009,06,17,17.507,17.604,17.226,17.363,159098967
17.865,2009,06,18,17.417,17.673,17.364,17.4,118664677
17.592,2009,06,19,17.681,17.868,17.531,17.865,200782896
17.16,2009,06,22,18.007,18.128,17.457,17.592,176560169
17.443,2009,06,23,17.461,17.538,17.017,17.16,196616724
17.911,2009,06,24,17.346,17.611,17.268,17.443,135042807
18.241,2009,06,25,17.391,17.951,17.317,17.911,164035027
18.179,2009,06,26,17.897,18.384,17.897,18.241,122261905
18.24,2009,06,29,18.37,18.435,18.126,18.179,158245731
18.292,2009,06,30,18.271,18.414,18.157,18.24,121020836
17.93,2009,07,01,18.379,18.526,18.251,18.292,115459047
17.749,2009,07,02,18.1,18.292,17.902,17.93,103058843
17.342,2009,07,06,17.761,17.8,17.447,17.749,138825367
17.573,2009,07,07,17.732,17.889,17.313,17.342,128453557
17.461,2009,07,08,17.406,17.677,17.213,17.573,160314544
17.737,2009,07,09,17.649,17.671,17.407,17.461,95613983
18.228,2009,07,10,17.468,17.797,17.456,17.737,123875873
18.219,2009,07,13,17.869,18.228,17.615,18.228,134454415
18.81,2009,07,14,18.193,18.336,18.081,18.219,96688569
18.89,2009,07,15,18.552,18.826,18.481,18.81,134892203
19.433,2009,07,16,18.681,18.955,18.642,18.89,109475298
19.584,2009,07,17,19.103,19.466,19.037,19.433,167694654
19.402,2009,07,20,19.611,19.855,19.323,19.584,204041432
20.072,2009,07,21,19.648,19.648,19.176,19.402,237744145
20.211,2009,07,22,20.171,20.328,19.991,20.072,243625531
20.489,2009,07,23,20.042,20.29,19.92,20.211,146542134
20.503,2009,07,24,20.098,20.489,20.041,20.489,122251087
20.489,2009,07,27,20.489,20.603,20.14,20.503,120531469
20.493,2009,07,28,20.358,20.503,20.182,20.489,101259881
20.849,2009,07,29,20.35,20.55,20.265,20.493,106532023
20.924,2009,07,30,20.708,21.092,20.682,20.849,130613874
21.314,2009,07,31,20.874,21.13,20.861,20.924,117828265
21.201,2009,08,03,21.148,21.339,21.114,21.314,109642291
21.144,2009,08,04,21.134,21.204,21.03,21.201,110197725
20.991,2009,08,05,21.257,21.438,21.03,21.144,117799553
21.195,2009,08,06,21.201,21.321,20.884,20.991,95198560
21.092,2009,08,07,21.104,21.334,21.104,21.195,107914153
20.852,2009,08,10,21.181,21.334,20.959,21.092,83680714
21.171,2009,08,11,20.952,21.05,20.73,20.852,98995451
21.566,2009,08,12,20.808,21.348,20.804,21.171,123799117
21.357,2009,08,13,21.338,21.598,21.319,21.566,122622508
20.436,2009,08,14,21.492,21.544,21.198,21.357,85240018
21.002,2009,08,17,20.951,20.951,20.416,20.436,145880412
21.078,2009,08,18,20.714,21.034,20.671,21.002,118441894
21.3,2009,08,19,20.839,21.169,20.803,21.078,114933050
21.674,2009,08,20,21.115,21.349,21.079,21.3,95255093
21.651,2009,08,21,21.492,21.692,21.36,21.674,115811581
21.695,2009,08,24,21.771,21.861,21.548,21.651,113303873
21.441,2009,08,25,21.699,21.891,21.661,21.695,90300371
21.702,2009,08,26,21.636,21.711,21.354,21.441,84584279
21.776,2009,08,27,21.589,21.714,21.108,21.702,124932801
21.542,2009,08,28,22.033,22.09,21.58,21.776,126455321
21.169,2009,08,31,21.524,21.623,21.319,21.542,86708769
21.152,2009,09,01,21.515,21.771,21.122,21.169,130624266
21.326,2009,09,02,21.066,21.467,21.018,21.152,101504685
21.809,2009,09,03,21.322,21.399,21.13,21.326,81937776
22.146,2009,09,04,21.413,21.86,21.398,21.809,104123044
21.919,2009,09,08,22.081,22.171,22.027,22.146,87605228
22.1,2009,09,09,22.12,22.343,21.731,21.919,226094802
22.046,2009,09,10,22.03,22.187,21.874,22.1,136781932
22.246,2009,09,11,22.15,22.177,21.882,22.046,97171761
22.432,2009,09,14,21.88,22.269,21.802,22.246,89671831
23.289,2009,09,15,22.287,22.494,22.23,22.432,115716905
23.634,2009,09,16,22.795,23.404,22.779,23.289,209360761
23.693,2009,09,17,23.304,23.92,23.301,23.634,225547841
23.567,2009,09,18,23.807,23.889,23.66,23.693,167689392
23.625,2009,09,21,23.621,23.713,23.257,23.567,121920175
23.755,2009,09,22,23.704,23.74,23.417,23.625,99456536
23.54,2009,09,23,23.736,24.19,23.694,23.755,165055181
23.357,2009,09,24,23.981,24.039,23.407,23.54,153114007
23.839,2009,09,25,23.324,23.755,23.234,23.357,124114601
23.74,2009,09,28,23.541,23.907,23.477,23.839,94029276
23.736,2009,09,29,23.905,23.998,23.603,23.74,96179740
23.161,2009,09,30,23.824,23.877,23.389,23.736,150370039
23.679,2009,10,01,23.753,23.849,23.141,23.161,146027646
23.822,2009,10,02,23.227,23.813,23.225,23.679,154140665
24.335,2009,10,05,23.846,23.929,23.597,23.822,117824527
24.362,2009,10,06,24.042,24.335,23.984,24.335,168409190
24.238,2009,10,07,24.31,24.403,24.207,24.362,129589592
24.392,2009,10,08,24.435,24.517,24.188,24.238,121959746
24.436,2009,10,09,24.19,24.421,24.155,24.392,81700686
24.336,2009,10,12,24.456,24.526,24.285,24.436,80314974
24.497,2009,10,13,24.406,24.482,24.294,24.336,96434231
24.403,2009,10,14,24.614,24.629,24.359,24.497,104675281
24.083,2009,10,15,24.28,24.449,24.272,24.403,103995553
24.314,2009,10,16,24.235,24.378,24.056,24.083,119451697
25.453,2009,10,19,24.056,24.333,23.762,24.314,252962555
26.244,2009,10,20,25.672,25.836,25.336,25.453,315927685
26.28,2009,10,21,25.564,26.73,25.513,26.244,332235445
26.117,2009,10,22,26.191,26.617,25.934,26.28,220430696
25.931,2009,10,23,26.347,26.355,26.026,26.117,117132170
25.275,2009,10,26,26.089,26.478,25.626,25.931,134722762
24.639,2009,10,27,25.823,25.973,25.159,25.275,210785035
25.145,2009,10,28,25.274,25.36,24.473,24.639,227883167
24.14,2009,10,29,24.958,25.204,24.607,25.145,158941910
24.244,2009,10,30,25.123,25.204,23.827,24.14,200003753
24.171,2009,11,02,24.31,24.701,23.765,24.244,189191189
24.436,2009,11,03,24.075,24.271,23.81,24.171,144773618
24.849,2009,11,04,24.422,24.826,24.359,24.436,135888499
24.887,2009,11,05,24.676,24.973,24.564,24.849,106500168
25.797,2009,11,06,24.715,24.997,24.639,24.887,81430908
25.994,2009,11,09,25.221,25.857,25.134,25.797,146741649
26.026,2009,11,10,25.751,26.252,25.742,25.994,111677570
25.867,2009,11,11,26.204,26.255,25.848,26.026,123772293
26.181,2009,11,12,26.041,26.237,25.794,25.867,99884842
26.462,2009,11,13,25.993,26.232,25.876,26.181,95364107
26.509,2009,11,16,26.309,26.635,26.256,26.462,134307133
26.374,2009,11,17,26.389,26.565,26.255,26.509,110417860
25.677,2009,11,18,26.414,26.509,26.126,26.374,104191012
25.601,2009,11,19,26.19,26.202,25.587,25.677,150676027
26.364,2009,11,20,25.399,25.663,25.325,25.601,113388616
26.18,2009,11,23,26.011,26.38,25.991,26.364,132146129
26.149,2009,11,24,26.281,26.364,25.984,26.18,88470890
25.688,2009,11,25,26.316,26.334,26.093,26.149,79886756
25.6,2009,11,27,25.498,25.992,25.404,25.688,82342167
25.224,2009,11,30,25.731,25.829,25.454,25.6,118212877
25.129,2009,12,01,25.9,25.967,25.207,25.224,129007274
25.164,2009,12,02,25.491,25.793,25.068,25.129,198970575
24.756,2009,12,03,25.339,25.482,25.135,25.164,124850514
24.197,2009,12,04,25.574,25.598,24.366,24.756,230456323
24.316,2009,12,07,24.756,24.816,24.163,24.197,198876720
25.331,2009,12,08,24.209,24.632,24.166,24.316,192047034
25.156,2009,12,09,24.491,25.377,24.371,25.331,190088789
24.928,2009,12,10,25.573,25.574,25.115,25.156,136360533
25.225,2009,12,11,25.323,25.357,24.772,24.928,119634386
24.867,2009,12,14,25.032,25.284,24.66,25.225,137253182
24.976,2009,12,15,25.069,25.295,24.749,24.867,116853268
24.57,2009,12,16,24.973,25.166,24.913,24.976,98395839
25.028,2009,12,17,24.956,24.973,24.46,24.57,107910666
25.387,2009,12,18,24.728,25.036,24.666,25.028,169420485
25.659,2009,12,21,25.1,25.58,25.059,25.387,169794290
25.881,2009,12,22,25.586,25.723,25.44,25.659,97240661
26.771,2009,12,23,25.763,25.918,25.717,25.881,96121858
27.099,2009,12,24,26.052,26.811,26.041,26.771,139689157
26.779,2009,12,28,27.039,27.398,26.843,27.099,179408229
27.103,2009,12,29,27.232,27.242,26.732,26.779,123601979
26.988,2009,12,30,26.735,27.148,26.675,27.103,114583249
27.406,2009,12,31,27.292,27.321,26.965,26.988,98076551
27.454,2010,01,04,27.341,27.47,27.199,27.406,137045797
27.017,2010,01,05,27.508,27.609,27.31,27.454,167718021
26.968,2010,01,06,27.454,27.563,26.99,27.017,153403690
27.147,2010,01,07,27.108,27.148,26.772,26.968,132861904
26.907,2010,01,08,26.946,27.148,26.774,27.147,124730848
26.601,2010,01,11,27.274,27.277,26.694,26.907,128596375
26.978,2010,01,12,26.806,26.861,26.434,26.601,165445130
26.819,2010,01,13,26.652,27.013,26.137,26.978,168558442
26.37,2010,01,14,26.897,26.952,26.769,26.819,120618898
27.539,2010,01,15,27.073,27.098,26.363,26.37,165632148
27.114,2010,01,19,26.687,27.558,26.54,27.539,203292657
26.645,2010,01,20,27.523,27.603,26.829,27.114,170447716
25.323,2010,01,21,27.187,27.316,26.536,26.645,169277070
26.006,2010,01,22,26.482,26.572,25.247,25.323,244552522
26.371,2010,01,25,25.975,26.214,25.637,26.006,289960128
26.62,2010,01,26,26.362,27.369,25.943,26.371,518775663
25.521,2010,01,27,26.486,26.968,25.551,26.62,479989843
24.595,2010,01,28,26.294,26.316,25.445,25.521,326739489
24.937,2010,01,29,25.782,25.894,24.362,24.595,347019110
25.081,2010,02,01,24.663,25.1,24.498,24.937,208526168
25.513,2010,02,02,25.091,25.141,24.765,25.081,194614229
24.594,2010,02,03,25.005,25.639,24.897,25.513,171291523
25.032,2010,02,04,25.209,25.404,24.534,24.594,210843961
24.86,2010,02,05,24.676,25.1,24.441,25.032,236896963
25.125,2010,02,08,25.06,25.341,24.845,24.86,132939624
24.989,2010,02,09,25.161,25.294,24.938,25.125,176376562
25.441,2010,02,10,25.076,25.177,24.877,24.989,102981576
25.661,2010,02,11,24.944,25.58,24.853,25.441,153276052
26.048,2010,02,12,25.379,25.823,25.036,25.661,179472736
25.939,2010,02,16,25.862,26.087,25.806,26.048,151049757
25.988,2010,02,17,26.156,26.162,25.724,25.939,121252456
25.827,2010,02,18,25.821,26.111,25.732,25.988,117498584
25.666,2010,02,19,25.849,26.022,25.754,25.827,115810902
25.237,2010,02,22,25.927,25.933,25.509,25.666,108886263
25.698,2010,02,23,25.6,25.782,25.063,25.237,160372350
25.868,2010,02,24,25.42,25.794,25.335,25.698,128335773
26.203,2010,02,25,25.276,25.978,25.213,25.868,185411336
26.765,2010,02,26,25.928,26.275,25.868,26.203,141391337
26.748,2010,03,01,26.348,26.829,26.311,26.765,153182943
26.808,2010,03,02,26.887,27.001,26.604,26.748,157845894
26.985,2010,03,03,26.788,26.875,26.628,26.808,103577606
28.039,2010,03,04,26.814,27.012,26.72,26.985,99979302
28.055,2010,03,05,27.533,28.136,27.486,28.039,250646277
28.559,2010,03,08,28.171,28.187,27.949,28.055,119742939
28.794,2010,03,09,27.938,28.814,27.906,28.559,256471788
28.878,2010,03,10,28.65,28.876,28.583,28.794,166125926
29.019,2010,03,11,28.668,28.878,28.6,28.878,112917672
28.666,2010,03,12,29.076,29.162,28.908,29.019,115842250
28.742,2010,03,15,28.878,28.878,28.207,28.666,137414405
28.7,2010,03,16,28.708,28.811,28.495,28.742,124556803
28.769,2010,03,17,28.788,29,28.593,28.7,125612274
28.463,2010,03,18,28.675,28.814,28.507,28.769,95279565
28.783,2010,03,19,28.834,28.845,28.33,28.463,155870050
29.244,2010,03,22,28.237,28.941,28.194,28.783,127168635
29.371,2010,03,23,28.899,29.299,28.698,29.244,167881707
29.027,2010,03,24,29.178,29.481,29.135,29.371,166720433
29.57,2010,03,25,29.565,29.579,28.975,29.027,151255488
29.759,2010,03,26,29.326,29.703,29.269,29.57,178628136
30.204,2010,03,29,29.826,29.951,29.661,29.759,146987188
30.094,2010,03,30,30.309,30.415,29.999,30.204,146507281
30.219,2010,03,31,30.204,30.301,30.025,30.094,119860348
30.543,2010,04,01,30.437,30.575,29.807,30.219,167998179
30.674,2010,04,05,30.093,30.544,30.064,30.543,190081552
30.812,2010,04,06,30.513,30.766,30.35,30.674,124314844
30.729,2010,04,07,30.7,30.98,30.566,30.812,175046812
30.963,2010,04,08,30.787,30.933,30.481,30.729,159664127
31.027,2010,04,09,30.923,30.976,30.793,30.963,93094513
31.046,2010,04,12,31.108,31.128,30.966,31.027,92855667
